accel_mean,accel_std,accel_min,accel_max,accel_range,gyro_mean,gyro_std,gyro_max,n_samples,subject,group,activity_code,is_fall
262.28151018270387,11.070440252459578,239.2174742781137,332.24238140249355,93.02490712437984,187.81069522381517,253.70646308966883,1418.9961240257142,2400,SA01,SA,D07,False
261.22492512863994,51.44613317306585,80.66597795849252,1114.2172140117025,1033.55123605321,163.11842159816734,386.5503397844633,6563.44924563297,2400,SA01,SA,D08,False
262.3723281281238,65.59150314507345,40.92676385936225,1697.4418988583968,1656.5151349990347,170.46993062920927,493.85125572122405,9851.82064392161,2400,SA01,SA,D08,False
262.16337103343045,38.28575306722502,96.52460826131335,858.4020037255272,761.8773954642138,177.4598801303768,383.37597049144625,5314.288099077806,2400,SA01,SA,D08,False
261.35404392582353,46.81125323268107,64.389440128021,1084.0802553316798,1019.6908152036589,155.42179539064048,377.97790750071096,6169.504680280257,2400,SA01,SA,D08,False
261.52745106314757,41.124054218235386,83.96427811873333,843.4364232116135,759.4721450928802,158.35598691644594,347.3280444748901,4695.5222286770195,2400,SA01,SA,D08,False
258.7367455090698,25.20247028738954,104.97142468310126,616.248326569736,511.2769018866348,224.64696829691724,276.60118578016517,2564.657676961976,2400,SA01,SA,D09,False
260.2822674354945,19.707691115184566,130.28046668629952,537.0763446661936,406.79587797989404,207.2510604663034,253.03728308299122,1490.3023183233663,2400,SA01,SA,D09,False
259.18618204846774,20.541109405978965,103.59536669175895,541.435130001739,437.83976330998007,217.11327264521378,263.17554802526973,1488.7054779236892,2400,SA01,SA,D09,False
259.6360485966392,22.617802823044894,97.47820269167872,577.2226606778358,479.74445798615716,218.67628061075345,296.97164039053536,1743.5139804429443,2400,SA01,SA,D09,False
258.6647006624766,20.0316372828026,115.97413504743201,489.62536698990584,373.6512319424738,228.24928895610842,304.89039025562425,1775.9405958533634,2400,SA01,SA,D09,False
259.18237771731077,43.63925783601385,21.095023109728988,895.6617665168029,874.5667434070739,193.20327709732035,365.9764477198522,3475.3972434816715,2400,SA01,SA,D10,False
260.7460560303549,46.63694100595221,37.456641600656084,971.5446464265036,934.0880048258475,198.04128366418288,375.2559987193838,3370.6827201621927,2400,SA01,SA,D10,False
260.1601569419056,55.03899324830668,43.42810150121693,1167.9340734818898,1124.5059719806727,211.66884017247742,397.3494088922445,4058.4354128161262,2400,SA01,SA,D10,False
259.7304272501709,47.76172005804656,28.319604517012593,934.6769495392513,906.3573450222386,200.05522910167045,396.35690068764114,3669.646985746722,2400,SA01,SA,D10,False
259.6045631661528,47.42128415480242,63.702433234531945,973.6868079623961,909.9843747278642,193.7178077360024,371.6019472755291,3816.0357702726005,2400,SA01,SA,D10,False
259.3509607464314,49.168110798932894,123.3288287465668,1289.2831341485858,1165.954305402019,135.03811593543224,379.10666168858825,6272.968436075539,2400,SA01,SA,D11,False
261.11286428991,59.36726973636813,89.05616205518852,1744.3288107464143,1655.2726486912259,142.7599218109921,455.19897272310806,8447.61469291776,2400,SA01,SA,D11,False
259.2065968670094,70.32663131349064,64.1404708432983,2119.951414537607,2055.8109436943087,166.10099228633374,517.9208570017021,9485.738242224481,2400,SA01,SA,D11,False
259.5763395979276,51.59938996451414,124.62343278854101,1513.3410058542654,1388.7175730657243,167.349743900551,477.6611856778955,8789.330463692897,2400,SA01,SA,D11,False
262.03461411618974,72.50001340199329,103.75933692926145,2145.0,2041.2406630707385,176.63775189540422,570.6807417322588,10335.691220232926,2400,SA01,SA,D11,False
264.083890687229,7.223140029953327,241.4477169078225,320.34512638715137,78.89740947932887,281.26625207579275,295.5443244474796,1141.7626723623434,2400,SA01,SA,D12,False
263.84807954881,7.344815361993809,240.11872063627192,287.2176874776343,47.09896684136237,269.67848229279605,315.9568269349314,1080.8524413628347,2400,SA01,SA,D12,False
264.23784915239935,7.169326444272092,247.18009628608854,303.40402106761866,56.223924781530116,280.32101429559475,306.18072624909775,1131.0092837815257,2400,SA01,SA,D12,False
260.4744940018161,10.614078650949914,236.35566420122026,667.2068644730808,430.85120027186053,270.62691954035273,279.9553126433127,995.5028879917928,2400,SA01,SA,D12,False
258.2954039438871,7.378961438497569,228.39439572809135,332.42141928582157,104.02702355773022,262.0648479064942,324.7225533159183,1358.6787699820734,2400,SA01,SA,D12,False
262.1463032011162,9.169896631927056,219.22363011317918,335.98511871807654,116.76148860489735,271.522140849447,484.60658589019727,2060.623206702283,2400,SA01,SA,D13,False
264.9441270768269,11.154115090388578,219.02967835432713,356.3158711031548,137.28619274882766,303.7746119267178,509.53700851855973,2037.861869705599,2400,SA01,SA,D13,False
264.9987788151319,10.851096140109318,216.02546146230077,336.09819993567356,120.0727384733728,306.9407783244578,479.74861836721664,1985.7618185472295,2400,SA01,SA,D13,False
262.3922573101821,12.415968969547707,217.13820483738002,397.488364609582,180.35015977220198,301.89143681700307,495.33041208238416,2028.2393842936785,2400,SA01,SA,D13,False
261.61210477987373,12.512002047063808,213.71476317746513,372.0981053432011,158.38334216573597,304.09889645090067,503.8797097636243,2408.3145558668202,2400,SA01,SA,D13,False
242.5085166445181,22.439799058471,150.6154042586614,336.2528810285497,185.6374767698883,334.965137332718,453.3094802564554,2661.960743512195,2400,SA01,SA,D14,False
240.98091258606627,20.02885003440606,165.266451526013,323.7159248476973,158.4494733216843,341.2973725151719,429.7703902582356,2169.7981472938905,2400,SA01,SA,D14,False
242.8484787433678,22.824495708935235,135.1184665395519,353.0934720438768,217.97500550432488,318.70091847525435,497.38773377725744,2750.780434713029,2400,SA01,SA,D14,False
240.8996666873813,24.683240587378293,174.32727841620198,501.4479035752368,327.12062515903483,338.4480127366783,388.13999089222176,2152.0968844362,2400,SA01,SA,D14,False
241.97346824504862,24.866099077468817,154.7320264198721,494.35007838575285,339.61805196588074,298.8933827719365,372.3210071613442,1946.1626345195307,2400,SA01,SA,D14,False
262.31585329226226,13.794907985858334,218.92464456976973,356.71417129124546,137.78952672147574,183.02903513644603,220.96611310333674,1069.7686665817055,2400,SA01,SA,D15,False
261.48993495670476,18.41716354297564,196.60366222428308,395.8762432882276,199.27258106394453,173.21448460438637,216.18789549634,1071.0340797565686,2400,SA01,SA,D15,False
264.0286684244091,18.300128583182584,200.9900495049444,390.69809316145887,189.70804365651446,171.24190921484202,229.3780701587117,1160.2279948354978,2400,SA01,SA,D15,False
263.84912154497334,17.360502715990812,212.34641508629244,391.11251578030584,178.7661006940134,158.3719920270982,215.10209208778974,1130.8125397253075,2400,SA01,SA,D15,False
264.091243903319,17.93910481922242,196.45355685250394,388.20741878537046,191.75386193286653,151.19330318986496,187.79962156860998,938.194542725548,2400,SA01,SA,D15,False
268.35516383742225,6.498645137169835,240.8422720371156,290.09998276456344,49.25771072744783,108.94111216655664,123.63172731239472,788.7445720890889,2400,SA01,SA,D16,False
267.47998106809257,5.825421382653994,250.6511520021402,290.0844704564517,39.43331845431149,110.19718047244416,112.63577217331542,525.3732006869022,2400,SA01,SA,D16,False
267.7709466443893,5.336774961267632,250.82463993794548,282.78260201080263,31.957962072857157,102.88287592510977,90.89562749477649,446.1782155148321,2400,SA01,SA,D16,False
267.41512668509813,5.074478557597629,247.3115444131147,284.9789465907964,37.66740217768171,99.27520734745563,85.47017717180908,464.2337773148352,2400,SA01,SA,D16,False
267.36716378663766,5.753529784662817,228.6613216090557,287.65604460883486,58.99472299977916,92.94415450370053,93.28676300520299,505.1791761345671,2400,SA01,SA,D16,False
249.72145666389403,14.303883503436037,174.46203025300377,387.4570943988508,212.99506414584704,281.96440982747214,397.1870823776754,2143.952658059408,4999,SA01,SA,D17,False
249.9308656740271,14.19078782602479,199.32134858062747,357.53181676600474,158.21046818537727,288.57039026126495,400.37526713742983,1865.6146440248585,5000,SA01,SA,D17,False
249.17572094453573,13.225606795375327,181.06904760339356,323.154761685481,142.08571408208743,277.3777906210408,342.01363559890007,1773.505286149438,5000,SA01,SA,D17,False
248.34334475411387,12.936096198479648,206.29348026537338,368.7994034702334,162.50592320486004,314.42411511672987,400.72927872071716,2163.0083217593037,5000,SA01,SA,D17,False
249.10409168648656,11.77425291289547,209.65209276322523,349.243468084945,139.59137532171977,277.5880011213394,388.76914245176897,2275.9204731273016,5000,SA01,SA,D17,False
273.65962047746416,96.84145194407381,44.78839135311738,2052.287747856036,2007.4993565029185,626.620343559524,473.10937670019257,6497.649651989556,2400,SA01,SA,D18,False
272.996990096981,86.44413114593831,38.49675310984031,1253.7567547175968,1215.2600016077565,626.0907691448706,447.8382698287621,3335.64416567475,2400,SA01,SA,D18,False
274.3609845460087,91.72330116861606,42.67317658670374,1481.3011172614433,1438.6279406747396,589.1837449654754,411.15693588855044,4797.215650770768,2400,SA01,SA,D18,False
275.0968932912921,85.7800009037308,20.024984394500787,993.5577486990879,973.5327643045872,653.0290327683774,476.33368356906425,3645.5755375523354,2400,SA01,SA,D18,False
273.9952197452949,76.18744828661802,55.62373594069352,1078.4122588324003,1022.7885228917067,595.9129165343886,427.22167525466045,3480.262346433096,2400,SA01,SA,D18,False
268.37587204158655,93.4406101083742,7.874007874011811,866.6169857555298,858.742977881518,153.49047320357047,206.17787975827983,1431.4052535882352,2400,SA01,SA,D19,False
267.836653374805,87.29203132850591,7.0710678118654755,896.0401776706221,888.9691098587566,145.0900387097963,180.90005808027095,1419.1014762870202,2400,SA01,SA,D19,False
267.85949878026935,82.19549483550922,5.0990195135927845,813.4844804911769,808.3854609775841,143.28377688743404,185.22259545832185,1482.1976926172838,2400,SA01,SA,D19,False
267.51541172030255,79.62559004404791,5.385164807134504,771.3948405323956,766.0096757252611,141.7803530200513,187.3510575239018,1613.7437838764863,2400,SA01,SA,D19,False
269.2194214138567,86.70999111783338,13.96424004376894,768.3840185740461,754.4197785302771,159.72597729857205,200.06966817269893,1200.7789138721582,2400,SA01,SA,D19,False
289.08186228047003,152.40474391931423,30.870698080866262,3531.754379908093,3500.883681827227,654.395983961959,2094.984374886393,33179.18939636712,3000,SA01,SA,F01,True
287.16323144836633,130.44280718427538,78.65112840894274,4862.946534766756,4784.295406357813,522.5828041703879,744.6992512262964,17538.82213833073,3000,SA01,SA,F01,True
280.4074376236148,117.19222356644117,68.03675477269621,4540.9088297388225,4472.872074966126,520.529005484181,725.2605277144687,16530.974895631534,3000,SA01,SA,F01,True
284.89092638777277,84.33338466174678,73.49149610669251,1853.9819308720353,1780.4904347653428,533.7279872137933,831.3820463744236,6075.370605979523,3000,SA01,SA,F01,True
284.5051119442743,90.92267734359626,67.45368781616021,1737.4524453923912,1669.998757576231,567.4311605033945,941.3144864552837,9939.8623732927,3000,SA01,SA,F01,True
250.7470201177217,77.70093551909812,93.96807968666806,1064.331715209126,970.363635522458,542.5384559093914,710.8897666161375,5379.418370047081,3000,SA01,SA,F02,True
259.9723103245766,108.17043717668449,59.2452529743945,2248.0458180384135,2188.800565064019,659.7998416980554,699.5481399412429,7391.572566105267,3000,SA01,SA,F02,True
254.70233346992987,108.48488826544742,60.01666435249463,2015.7286523736275,1955.7119880211328,657.0321405995902,820.2074160159425,9157.694524278477,3000,SA01,SA,F02,True
262.5292734848455,161.93989339631634,42.720018726587654,3803.2073306618454,3760.487311935258,589.1789261344468,682.1476121685998,8060.029342378351,3000,SA01,SA,F02,True
270.60848664092055,106.93808898705268,46.92547282660026,2342.19405686207,2295.2685840354698,599.515578516713,527.633575358619,6391.216081466812,3000,SA01,SA,F02,True
265.381667031028,74.10525847475638,33.18132004607411,1103.7291334380914,1070.5478133920174,551.9519214582108,727.4332689570348,6701.310170406978,3000,SA01,SA,F03,True
269.7856974131922,91.67944977900683,63.96092557178953,1841.0315043474948,1777.0705787757051,575.9363465678073,756.5481005053497,7827.045738974572,3000,SA01,SA,F03,True
273.1407125235838,67.89759340240931,93.9095309327014,1102.5506791073144,1008.641148174613,637.6071127089979,848.2195509566517,8590.506096849009,3000,SA01,SA,F03,True
267.4820719610852,63.84598355373274,73.43704787094863,786.5837526926169,713.1467048216683,580.6177217152222,737.1892237054252,6771.066459576365,3000,SA01,SA,F03,True
257.8555156447996,78.41090575679951,85.4692927313664,1052.8651385623896,967.3958458310232,608.3219999436678,725.9520481248021,6575.908530385745,3000,SA01,SA,F03,True
273.34111291736895,96.37694482737524,20.83266665599966,1429.6901762270033,1408.8575095710037,661.6929640942066,1007.2699068058216,11844.386223017214,3000,SA01,SA,F04,True
284.84395676802086,75.49133906280709,36.15245496505044,1150.7028287094804,1114.5503737444299,704.5850130090664,827.9261281464485,6555.065979835748,3000,SA01,SA,F04,True
265.8906898654098,89.50006404122995,28.879058156387302,1596.9840324812267,1568.1049743248393,595.1805084255367,856.7185541066776,7110.8424957947145,3000,SA01,SA,F04,True
278.71551202868994,91.88393534114901,31.52776554086889,1236.000809061224,1204.473043520355,589.6496894901152,931.6340667678118,11999.715079950856,3000,SA01,SA,F04,True
279.2080522225507,85.64539461424042,32.526911934581186,1200.0208331524916,1167.4939212179104,594.5125660379803,821.3766933511057,8782.096219012861,3000,SA01,SA,F04,True
307.6058762164304,178.47326359727333,26.92582403567252,4813.691826446724,4786.766002411052,866.6088497236408,1320.8310340290134,23969.800228621014,3000,SA01,SA,F05,True
305.48357616847613,161.9590615058431,28.442925306655784,1954.7802945599794,1926.3373692533237,933.6034292582091,1250.1220690822613,12590.171126716268,3000,SA01,SA,F05,True
290.16096067508346,150.00431882227403,29.8496231131986,1700.1355828286166,1670.2859597154181,828.6177385036361,1091.238068103173,10515.928727411574,3000,SA01,SA,F05,True
304.42536577193636,167.14734344113646,21.118712081942874,3752.910070865008,3731.7913587830653,909.6690326187986,1118.8977775054109,9424.056716722369,3000,SA01,SA,F05,True
296.95559579169594,182.29272913646406,26.324893162176366,2689.8767629763265,2663.55186981415,1064.9100049404167,2484.695811563529,34572.25377379959,2999,SA01,SA,F05,True
272.19554116769007,72.22381896569519,75.45859791965393,1280.590488798039,1205.131890878385,554.7024790928751,670.2810411196027,5561.180899772997,2999,SA01,SA,F06,True
256.6626307327665,84.64877902603831,76.82447526667526,1585.131540283014,1508.3070650163386,509.79216673576815,674.0195804770608,6061.1798356425625,3000,SA01,SA,F06,True
265.2382757481427,82.6760637790217,38.28837943815329,1182.56458597406,1144.2762065359068,707.4773399877689,804.6389646035565,6888.176972174859,3000,SA01,SA,F06,True
280.2884012730845,90.79663606921531,67.92643079096678,1521.9638629087092,1454.0374321177424,635.0286609644345,841.02158524975,6608.425152787917,3000,SA01,SA,F06,True
263.7779145942173,84.99701133748506,22.516660498395403,1338.0097159587444,1315.493055460349,690.4493195658612,739.1886338343116,5943.516215170949,3000,SA01,SA,F06,True
263.26199631465244,70.7986071709727,157.0063692975543,1747.9445071283012,1590.9381378307469,474.4024078838081,668.9445632264816,4419.575997762681,3000,SA01,SA,F07,True
260.5442350277869,75.92908974393015,22.693611435820433,1725.714055108783,1703.0204436729625,536.4691033126769,678.0135994244957,5087.45761653107,3000,SA01,SA,F07,True
262.3847628135899,61.140196416068605,114.42901729893515,858.5551816860697,744.1261643871345,564.1181513607366,694.7346049841377,4913.506792505736,3000,SA01,SA,F07,True
259.0076718698269,66.69546966971282,50.16971197844373,1043.74949101784,993.5797790393963,513.5803869039357,569.7809204305628,3848.096412513595,3000,SA01,SA,F07,True
278.2276431540055,46.7181989700558,146.79918255903198,732.891533584609,586.092351025577,485.76186560809776,570.8126659603954,3507.383782821606,3000,SA01,SA,F07,True
267.77609515867147,67.85635089186253,93.7709976485267,1827.5672354252797,1733.796237776753,249.2715944091502,623.6489000531998,6150.115852567332,3000,SA01,SA,F08,True
274.23285168857814,48.32412573921833,51.0098029794274,1172.7442176365655,1121.7344146571381,258.2172502087229,662.8981628823265,5507.6538562258975,3000,SA01,SA,F08,True
276.121683086039,40.549630749461514,119.82069938036582,966.6281601525998,846.807460772234,257.25798859773124,579.5115473515785,3959.831309538324,3000,SA01,SA,F08,True
268.475104493611,44.79778879704912,100.74224535913422,999.5443962125945,898.8021508534603,276.01515307255386,683.8856084532592,5330.338919806132,3000,SA01,SA,F08,True
267.75282441209043,34.23583478573438,115.0782342582645,637.2793735874401,522.2011393291756,244.1673946733391,607.1290334568009,3991.9951152274725,3000,SA01,SA,F08,True
271.50240519546196,43.055122276727516,131.8521899704362,1115.198637014949,983.3464470445128,243.5309146955945,590.1806302421021,4717.151470962111,3000,SA01,SA,F09,True
276.1637917483151,59.562160898203985,59.21148537234985,1673.5647582331555,1614.3532728608056,281.1280615777602,630.7076272176683,5582.927995236908,3000,SA01,SA,F09,True
279.8263528508482,32.8355392992556,112.71202242884297,844.7591372693165,732.0471148404736,281.84974081634624,603.9022364910052,4729.337162859083,3000,SA01,SA,F09,True
260.22293940637667,67.22242749478266,81.40024569987489,1685.4011391950582,1604.0008934951834,297.3243978781989,737.1151947715866,6349.843541379582,3000,SA01,SA,F09,True
256.3002101189191,46.63413135319389,51.28352561983234,1086.1551454557493,1034.871619835917,263.3568326395099,615.644729135987,4995.932445500039,3000,SA01,SA,F09,True
256.3461112489219,39.27715806849227,151.78273946664686,693.9337144137039,542.1509749470571,288.43861326865164,621.0972535025627,4596.9805307397155,3000,SA01,SA,F10,True
255.2749663021545,40.91861871104171,149.84658821608184,822.2785416147012,672.4319533986194,291.9764279852362,664.2809241701794,4877.8201073840355,3000,SA01,SA,F10,True
266.480802842081,70.7222779387012,39.66106403010388,1804.153818276036,1764.492754245932,297.5232985873318,614.8035260061353,5442.645772048738,3000,SA01,SA,F10,True
245.08245821030866,49.350418764211625,96.12491872558333,983.3097172305377,887.1847985049543,347.4605722736563,748.1029829328007,4786.858050955762,3000,SA01,SA,F10,True
285.7371449584503,28.753647567042623,163.86579875007476,529.5328129587439,365.6670142086691,235.89555227871935,477.85732594199794,3341.6434579410175,3000,SA01,SA,F10,True
240.77754723306515,50.19717788201023,29.832867780352597,1017.9061842822255,988.0733165018729,267.5348604267738,491.0943317435564,4418.492163623242,3000,SA01,SA,F11,True
243.71688443897386,49.2300427083052,103.99038417084533,1038.253340952968,934.2629567821227,172.87897869609083,394.7972796541756,4319.879396464675,3000,SA01,SA,F11,True
248.3949881509544,39.2346485567243,179.8610574860495,755.4032035939482,575.5421461078987,183.1368688781808,372.1374060843186,3437.4182172089563,3000,SA01,SA,F11,True
236.67886817967477,47.93568226001088,71.29516112612411,718.3446248145802,647.0494636884562,231.7627266374035,617.4657935548599,4900.023775452523,3000,SA01,SA,F11,True
240.97718162902783,60.599618029866,29.13760456866693,1230.8265515498113,1201.6889469811442,213.8516692528191,534.0740450408648,6970.898937726755,3000,SA01,SA,F11,True
240.7819482127719,64.51530430597006,75.45197147855052,1782.3815528668379,1706.9295813882873,210.10925489097002,521.930071953288,4809.680030937609,3000,SA01,SA,F12,True
246.19958147926604,46.47423692398616,125.42726976220123,1010.7225138483856,885.2952440861843,244.09766998707386,541.0680761801008,4228.7844589196075,3000,SA01,SA,F12,True
241.72643916260196,71.69879716987894,104.1585330157832,2086.411512621611,1982.252979605828,194.1291842820517,513.0416179127726,4417.007357929122,3000,SA01,SA,F12,True
242.24907942289968,64.89066793476027,86.75252157718529,1731.275252523411,1644.5227309462257,222.0181260221247,552.0799505580933,4905.262887960236,3000,SA01,SA,F12,True
243.2840483095583,63.44269196027931,76.13146524269712,1579.466682143058,1503.335216900361,251.73813873679012,529.5106656341715,4487.30475898395,3000,SA01,SA,F12,True
262.2580658874465,45.933003645713,20.639767440550294,957.8914343494256,937.2516669088753,220.62002190861676,506.03278582171293,3624.9096540465666,3000,SA01,SA,F13,True
288.5647500460976,25.69246449338414,175.7042970447792,531.2033508930455,355.49905384826627,249.00384767686282,643.1559984857851,4177.801574991326,3000,SA01,SA,F13,True
283.95292895947847,37.78350168614078,139.92140651094098,774.2208987104391,634.2994921994981,263.1047878416411,640.9843635114878,4793.603029037761,3000,SA01,SA,F13,True
285.53589515913256,41.45753833544004,117.89826122551597,747.0334664524743,629.1352052269583,279.7926266019595,646.5224929398323,5021.380686623949,3000,SA01,SA,F13,True
287.58471263205587,46.30908014604166,182.45547402037573,896.2086810559246,713.7532070355488,254.26474516381393,591.4732021681752,4407.862633975791,3000,SA01,SA,F13,True
234.00460321293974,62.91043301935057,70.34912934784623,1577.893215651807,1507.5440863039607,194.43538689662864,436.33462154216437,4167.054235308199,3000,SA01,SA,F14,True
230.48023610942144,73.25207882348927,26.095976701399778,1874.3212104652714,1848.2252337638715,163.72821508742294,306.5312714733745,2849.3586997778993,3000,SA01,SA,F14,True
239.7905305328553,74.83203243129047,28.600699292150182,1797.6331661381862,1769.032466846036,187.36173989228098,302.65006103477333,2640.634393474417,3000,SA01,SA,F14,True
238.93812131522316,57.10468892759628,36.68787265568828,1169.843579287419,1133.1557066317307,153.7766619789264,295.7875132280146,2246.4629976921497,3000,SA01,SA,F14,True
240.02170204682452,66.63182783054025,31.12876483254676,1401.1616609085477,1370.032896076001,181.64682200677933,391.7948857063595,5773.783248442914,3000,SA01,SA,F14,True
284.72154076330133,30.756233091788076,160.7171428317465,713.3841882183821,552.6670453866356,213.86112959480337,490.79679917571633,3562.61617354438,3000,SA01,SA,F15,True
280.6600405777273,44.22225109684588,152.2530787866045,1068.872770726245,916.6196919396406,220.6709117070213,499.9017399879097,4223.112714574405,3000,SA01,SA,F15,True
282.9424736360377,43.7017760256497,130.6636904422954,987.3449245324554,856.6812340901599,203.41325398129788,485.08562384273245,4118.477631358461,3000,SA01,SA,F15,True
262.66247384100365,43.22434441809617,102.88828893513586,967.4135620302209,864.525273095085,206.92362250309128,489.639802128879,4493.292000304454,3000,SA01,SA,F15,True
249.69248347830748,178.46674056229853,70.04284403134984,5757.344787312985,5687.301943281635,246.34201891313649,849.0177776584304,16835.331478768097,3000,SA01,SA,F15,True
257.66046436710906,54.107341538015206,145.12063946937388,461.62863862633134,316.50799915695745,628.4036095890649,244.0475994213828,1876.950984975367,19999,SA02,SA,D01,False
262.38592127707574,91.73777687826065,63.0158710167526,549.3368729659425,486.32100194918985,796.1594547462223,316.8749512109364,2200.6994342708413,20000,SA02,SA,D02,False
302.7207599441614,213.15738235470994,5.385164807134504,1302.7160089597426,1297.330844152608,1545.8584480649658,634.5290623783322,5759.299002482854,20000,SA02,SA,D03,False
354.39920946327635,227.06363552214526,2.23606797749979,1269.8039218714046,1267.5678538939048,2141.377255572411,833.9645282377955,6032.636405420105,20000,SA02,SA,D04,False
253.43731638210585,45.90266305925584,84.77617589865682,540.3415586460105,455.56538274735374,444.3280341965399,290.81884592864316,2097.1576001817316,5000,SA02,SA,D05,False
253.48164631003132,43.418627562373175,136.52106064633398,470.9108195826467,334.3897589363127,399.06337804620523,313.6034019603354,1900.4265310713804,5000,SA02,SA,D05,False
253.26517715288693,45.909386579130114,118.90752709563849,587.7193207645977,468.8117936689592,466.42063946953925,321.0260662685678,1979.665628332219,5000,SA02,SA,D05,False
253.32739513228066,47.605671253333384,126.40411385710514,569.6972880398853,443.29317418278015,424.92143661560306,311.41943921013615,1932.473544450221,5000,SA02,SA,D05,False
253.2794601862357,46.27969759895814,122.245654319489,625.4158616472722,503.1702073277832,430.6892712864782,322.8328558391854,2187.8110064628527,5000,SA02,SA,D05,False
261.73317036865257,100.95064801892552,8.12403840463596,938.0511713120985,929.9271329074626,431.0366507119233,587.9705320952487,3640.137497403086,5000,SA02,SA,D06,False
261.73941456891987,100.16809667073245,5.385164807134504,1089.4627116152255,1084.077546808091,423.91491431787273,595.6909844614607,3356.285148791741,5000,SA02,SA,D06,False
260.0672295156217,95.44497619448116,7.0710678118654755,764.257809904485,757.1867420926196,394.377254095804,564.0679630906641,2633.853450744745,5000,SA02,SA,D06,False
261.20825571435086,103.27480081589611,14.317821063276353,1087.0551963906892,1072.7373753274128,409.34831744607976,560.1081676211754,2819.4359364950997,5000,SA02,SA,D06,False
264.3154074574849,107.64566363009428,9.899494936611665,1118.5888431412143,1108.6893482046025,432.90846494177134,641.967652047215,3239.2347861802177,5000,SA02,SA,D06,False
251.22441349916397,11.796060356507574,207.39816778361376,308.7523279264466,101.35416014283282,166.98124783808154,211.2706757016741,1046.4783800920113,2400,SA02,SA,D07,False
251.29940780868895,8.900761848639478,217.239499170846,305.6370396401588,88.39754046931279,163.68201271888418,185.19363694148137,943.4728400966294,2400,SA02,SA,D07,False
250.98637923198044,14.232744333936083,185.26467553206143,347.5370483847729,162.27237285271147,156.36860476003494,228.2053756692681,1363.7789410311336,2400,SA02,SA,D07,False
251.3936085369536,10.857073045572413,196.72569735548024,308.5206638136253,111.79496645814504,161.51989075691228,213.89747920763318,984.4572108527623,2400,SA02,SA,D07,False
250.85556943752295,9.501297101564848,216.1157097482735,299.9249906226555,83.80928087438201,152.9148519106189,203.02265427216503,941.8200465057006,2400,SA02,SA,D07,False
252.695136564667,31.70665944776463,113.58697108383514,524.8742706591742,411.28729957533903,173.82398354567874,303.4978312112912,1918.17334983051,2400,SA02,SA,D08,False
